 County, FIPS, Total,Commercial,Industrial,Residential,Electricity Prod,Onroad,Cement,Aircraft,Airborne,Nonroad
Autauga,1001,0.256166625,0.003000711,0.004433801,0.010148499,0.155508352,0.074760707,0,0.00097581,0.002452879,0.004885866
Baldwin,1003,0.450031262,0.015348179,0.011883677,0.031948461,0,0.278708931,0,0.017842097,0.044849406,0.049450512
Barbour,1005,0.099370333,0.001904576,0.008555456,0.006283527,0,0.057142541,0,0.005468961,0.01374724,0.006268033
Bibb,1007,0.045945071,0.00076877,0.001622062,0.004614391,0,0.035745693,0,0.00038026,0.000955853,0.001858042
Blount,1009,0.114776252,0.001951411,0.009059451,0.011162115,0,0.087400729,0,0.000298024,0.000749139,0.004155384
Bullock,1011,0.031340059,0.000482451,0.003496984,0.002666056,0,0.023310574,0,0,0,0.001383994
Butler,1013,0.09800971,0.001653979,0.003211287,0.005054764,0,0.08266826,0,0.000530852,0.001334394,0.003556174
Calhoun,1015,0.466962819,0.012576595,0.046280841,0.02742766,0,0.347098999,0,0.005050189,0.012694581,0.015833953
Chambers,1017,0.084447303,0.002430528,0.011209059,0.008560152,0,0.057028016,0,0.000354646,0.000891469,0.003973432
Cherokee,1019,0.062065659,0.000858243,0.001763532,0.005159923,0,0.044732128,0,0.000579424,0.001456489,0.00751592
Chilton,1021,0.172527289,0.00193918,0.053766503,0.008852647,0,0.094827977,0,0.002568418,0.006456194,0.00411637
Choctaw,1023,0.058373908,0.000686135,0.019990159,0.003648675,0,0.028419235,0,0.000206126,0.000518137,0.004905441
Clarke,1025,0.077981329,0.00207411,0.015539797,0.006764333,0.000668431,0.045197688,0,0.000433939,0.001090785,0.006212246
Clay,1027,0.038342555,0.000665157,0.00503668,0.003295634,0,0.025840536,0,0.000317914,0.000799137,0.002387497
Cleburne,1029,0.069492041,0.000367815,0.003013639,0.003397554,0,0.061386227,0,0,0,0.001326805
Coffee,1031,0.131462278,0.003646823,0.010646562,0.009925101,0,0.069433255,0,0.008873221,0.022304478,0.006632838
Colbert,1033,1.970785497,0.006657727,0.035109697,0.012390497,1.793229452,0.092230581,0,0.005270567,0.013248543,0.012648434
Conecuh,1035,0.18517054,0.000675463,0.00163642,0.00322422,0.000284439,0.062531438,0,0.032450736,0.081570923,0.002796902
Coosa,1037,0.045958391,0.000209283,0.008797961,0.002757009,0,0.03152286,0,0,0,0.002671277
Covington,1039,0.372086994,0.003002594,0.006641481,0.008843325,0.21247061,0.067159675,0,0.019331418,0.048593093,0.006044799
Crenshaw,1041,0.036071986,0.000740093,0.000963225,0.003203228,0,0.028676653,0,0,0,0.002488788
Cullman,1043,0.210965683,0.006455654,0.013876264,0.017834071,0.004871658,0.14259487,0,0.004078612,0.01025234,0.011002214
Dale,1045,0.274560137,0.005560785,0.018668711,0.011564073,1.49705E-06,0.148013373,0,0.024534176,0.06167118,0.004546342
Dallas,1047,0.10807255,0.004395936,0.011238765,0.010980336,0,0.058179864,0,0.004750682,0.011941716,0.00658525
DeKalb,1049,0.182911564,0.00493591,0.024655599,0.013925349,0,0.122515292,0,0.001768176,0.004444638,0.0106666
Elmore,1051,0.148692508,0.003090922,0.016778183,0.014935931,0,0.088697224,0,0.004229881,0.010632589,0.010327777
Escambia,1053,0.316569,0.003138329,0.074802574,0.008641576,1.41726E-05,0.084582085,0,0.040001084,0.10055011,0.004839069
Etowah,1055,0.422519919,0.010792768,0.016143142,0.024342764,0.18397722,0.168522654,0,0.00279908,0.007036002,0.00890629
Fayette,1057,0.050568579,0.001348435,0.003597534,0.004261407,0,0.033394064,0,0.001642568,0.004128897,0.002195673
Franklin,1059,0.097400422,0.001944382,0.010379709,0.006997478,0,0.066290095,0,0.00216046,0.005430714,0.004197584
Geneva,1061,0.058763949,0.001225686,0.002764768,0.005884567,0,0.040328112,0,0.001063381,0.002673005,0.004824429
Greene,1063,1.07910429,0.000447021,0.000615538,0.002295445,1.021240212,0.05157135,0,0,0,0.002934724
Hale,1065,0.056899425,0.000584041,0.017867122,0.003969911,0,0.030392271,0,0.000224162,0.000563475,0.003298443
Henry,1067,0.067314081,0.000967078,0.002994571,0.003719954,0,0.040065315,0,0.004404348,0.011071137,0.004091677
Houston,1069,0.224509994,0.015839833,0.019561991,0.020284453,0,0.155723472,0,0,0,0.013100245
Jackson,1071,3.062147296,0.002954874,0.229866028,0.012162688,2.690737461,0.112033661,0,0.000831376,0.002089817,0.011471391
Jefferson,1073,7.520750421,0.160657943,0.921725191,0.15465333,4.864683618,1.108491216,0.083061465,0.037975064,0.095457329,0.094045266
Lamar,1075,0.04305934,0.000715559,0.004851386,0.003770596,0,0.031289172,0,0,0,0.002432628
Lauderdale,1077,0.181586492,0.010618609,0.014077895,0.01986466,0,0.123030846,0,0,0,0.013994482
Lawrence,1079,0.086971027,0.001195318,0.004403495,0.007975072,0,0.061490493,0,0.001421566,0.003573369,0.006911714
Lee,1081,0.416117787,0.010119567,0.026766365,0.024027972,0.160853161,0.153387125,0,0.007097903,0.017841892,0.016023801
Limestone,1083,0.260223351,0.004371511,0.013421898,0.014870257,0,0.132455801,0,0.019829651,0.049845492,0.025428742
Lowndes,1085,0.147278545,0.00031689,0.002360108,0.003062759,0.085907563,0.052566748,0,0,0,0.003064477
Macon,1087,0.093861536,0.002728592,8.37324E-05,0.005405292,0,0.076007368,0,0.00209669,0.005270418,0.002269444
Madison,1089,0.684463159,0.04739104,0.052433134,0.066003635,0,0.40321572,0,0.021686722,0.054513583,0.039219323
Marengo,1091,0.237252364,0.001522597,0.080886835,0.005453813,0,0.042644151,0.09895451,0.000574069,0.001443028,0.005773361
Marion,1093,0.114641296,0.002215589,0.012020153,0.0071756,0,0.08089115,0,0.002340391,0.005883006,0.004115406
Marshall,1095,0.206137925,0.008179398,0.046250717,0.018962015,0,0.10337606,0,0.003730685,0.009377761,0.016261289
Mobile,1097,5.40062491,0.056906155,0.491468323,0.093982988,3.886716864,0.509090706,0.167863044,0.041836335,0.105163354,0.047597141
Monroe,1099,0.07336676,0.002300623,0.015960096,0.00563334,0,0.036253998,0,0.002301896,0.005786245,0.005130561
Montgomery,1101,0.570772833,0.041838794,0.022380345,0.050752196,0,0.371380792,0,0.015208219,0.038228668,0.03098382
Morgan,1103,0.632854899,0.019810392,0.304906509,0.025840551,0.086389784,0.17440011,0,0.001641924,0.004127277,0.015738351
Perry,1105,0.031644315,0.000601637,0.002208309,0.002963817,0,0.023122276,0,0.00022223,0.000558616,0.00196743
Pickens,1107,0.056018521,0.000898473,0.00318513,0.004960412,0,0.040312234,0,0.000951831,0.002392602,0.00331784
Pike,1109,0.1204314,0.002517764,0.005497457,0.006696173,0,0.060587931,0,0.011472512,0.028838278,0.004821286
Randolph,1111,0.102818514,0.001072671,0.06265229,0.004764198,0,0.030214847,0,0.000334526,0.000840892,0.00293909
Russell,1113,0.15192148,0.00332076,0.040633382,0.011783957,0,0.09155577,0,0,0,0.004627611
St. Clair,1115,0.315158016,0.003518139,0.006590458,0.01502603,0,0.16173629,0.105218922,0.003855573,0.009691697,0.009520907
Shelby,1117,3.78113558,0.018579345,0.012057476,0.03444121,3.28332558,0.211988236,0.170183196,0.002266989,0.005698497,0.042595051
Sumter,1119,0.069176615,0.000823958,0.00254485,0.003679048,0,0.059028851,0,5.41081E-05,0.000136011,0.002909788
Talladega,1121,0.235126754,0.005489432,0.047531723,0.018246967,0,0.116790847,0,0.010277806,0.025835163,0.010954815
Tallapoosa,1123,0.14605753,0.0126356,0.032956576,0.009485658,0,0.069150533,0,0.004008328,0.010075676,0.007745157
Tuscaloosa,1125,0.666810764,0.021997609,0.204728734,0.037980381,0.000213329,0.342532275,0,0.009231626,0.023205399,0.02692141
Walker,1127,2.214015618,0.005711042,0.00393999,0.016807575,2.049769829,0.116888684,0,0.003623327,0.009107902,0.008167268
Washington,1129,1.308382664,0.000474713,0.029021137,0.004166999,1.236017352,0.035393034,0,0,0,0.003309429
Wilcox,1131,8.485902289,0.000522307,8.451879516,0.003161954,0,0.024562878,0,0.000348697,0.000876513,0.004550423
Winston,1133,0.067889948,0.001489643,0.013873093,0.005762039,0,0.037252464,0,0.001093328,0.002748279,0.005671101
Aleutians East,2013,0.199637646,0.001086289,0.147636097,0.000834753,0.011107885,0.004553744,0,0.005582477,0.02756185,0.001274552
Aleutians West,2016,0.299490191,0.00457957,0.258464416,0.001906019,0.016612413,0.006410039,0,0.001600208,0.007900563,0.002016964
Anchorage,2020,1.929370205,0.359552568,0.571816525,0.190491099,0.001438303,0.262053174,0,0.082885172,0.409221326,0.051912039
Bethel,2050,0.344295179,0.013877644,0.009196289,0.006613331,0.007573529,0.024860385,0,0.046892625,0.231518638,0.003762738
Bristol Bay,2060,0.114230579,0.001191473,0.009571758,0.000792651,0,0.002084167,0,0.01684131,0.083149047,0.000600173
Denali,2068,0.036028211,0.000622633,0,0.002903977,0.023989354,0.003396266,0,0.000771134,0.00380725,0.000537597
Dillingham,2070,0.228903916,0.004616188,0.071083257,0.002564554,0,0.009099588,0,0.023603798,0.116536859,0.001399672
Fairbanks North Star,2090,1.120468774,0.082135322,0.372849097,0.067059809,0.35633063,0.050207866,0,0.030106649,0.148642788,0.013136613
Haines,2100,0.036895142,0.001411359,0.000213894,0.001249498,0,0.004191812,0,0.004941872,0.02439905,0.000487656
Juneau,2110,0.331425496,0.03455341,0.014121264,0.015171174,0.0005091,0.02507117,0,0.040061672,0.197792803,0.004144904
Kenai Peninsula,2122,0.86801528,0.036870961,0.55106065,0.034728038,0.034860937,0.08202003,0,0.020198781,0.09972558,0.008550303
Ketchikan Gateway,2130,0.137266801,0.016449989,0.081441839,0.007798731,0,0.012174257,0,0.002908519,0.014359965,0.0021335
Kodiak Island,2150,0.226857548,0.00956177,0.078873421,0.006894981,0,0.012054751,0,0.019643271,0.096982913,0.00284644
Lake and Peninsula,2164,0.086269206,0.000373254,0.000525502,0.000917668,0,0.002927225,0,0.01323749,0.065356238,0.002931828
Matanuska-Susitna,2170,0.288135601,0.034183879,0.009143969,0.039710388,0,0.089706495,0,0.018172631,0.089722057,0.007496182
Nome,2180,0.206773322,0.007234911,0.000525502,0.004378907,0.001511821,0.013083412,0,0.029921873,0.147730505,0.002386391
North Slope,2185,2.792107168,0.01616982,2.390996427,0.004237267,0.259555431,0.007983283,0,0.018604729,0.091855416,0.002704796
Northwest Arctic,2188,0.215742271,0.005166586,6.07624E-07,0.002979932,0.014785249,0.00945188,0,0.030583392,0.150996562,0.001778062
Prince of Wales-Oute,2201,0.071135301,0.002484759,0.005989033,0.002921954,0,0.010411944,0,0.007246988,0.035779885,0.006300738
Sitka,2220,0.068980838,0.009969557,0.011175963,0.00431607,0,0.007118243,0,0.00586723,0.028967737,0.001566038
Skagway-Hoonah-Angoo,2232,0.063131576,0.001590155,0.003153013,0.001965475,0,0.005953621,0,0.008292422,0.04094141,0.00123548
Southeast Fairbanks,2240,0.084161489,0.002061575,0.002835781,0.002413376,0,0.010161213,0,0.011038134,0.054497563,0.001153846
Valdez-Cordova,2261,0.24038666,0.007670624,0.132706479,0.006104525,0.035344505,0.018270707,0,0.006258837,0.030901182,0.003129802
Wade Hampton,2270,0.177849013,0.00280957,0.000525502,0.002512355,0,0.013092591,0,0.026524473,0.130956839,0.001427681
Wrangell-Petersburg,2280,0.079809347,0.00470828,0.008341867,0.003896906,0,0.008429331,0,0.008880576,0.043845251,0.001707136
Yakutat,2282,0.054459324,0.000386417,0.034429762,0.000424784,0,0.00136013,0,0.002901461,0.014325116,0.000631653
Yukon-Koyukuk,2290,0.442714622,0.00214634,0,0.002251794,0,0.011501741,0,0.07140181,0.352525581,0.002887356
Apache,4001,3.246622951,0.007100498,0.000764779,0.00616784,3.00998851,0.204444363,0,0.003835086,0.009640194,0.00468168
Cochise,4003,1.209644194,0.013136776,0.011624309,0.025661383,0.75993763,0.281948461,0,0.028620188,0.071942132,0.016773315
Coconino,4005,5.632171046,0.043943358,0.023178512,0.021663496,5.065879602,0.331677839,0,0.035113179,0.088263461,0.022451599
Gila,4007,0.132577468,0.003118123,0.010649151,0.011006349,0,0.077051622,0,0.004725552,0.011878545,0.014148125
Graham,4009,0.064765768,0.002276983,0.001607983,0.005678347,0,0.043858231,0,0.001997623,0.005021393,0.004325209
Greenlee,4011,0.016846724,0.000490051,8.9902E-05,0.001896743,2.56845E-05,0.007816348,0,0.001676357,0.004213835,0.000637804
La Paz,4012,0.137815872,0.001850716,0.001638813,0.004108363,0,0.116435038,0,0.001935042,0.004864088,0.006983811
Maricopa,4013,7.481091102,0.68973843,0.266781878,0.259266325,0.573111189,4.027873038,0,0.305933869,0.769021287,0.589365088
Mohave,4015,1.012747431,0.022140515,0.021084267,0.024725427,0.480382537,0.365657597,0,0.015338314,0.038555688,0.044863085
Navajo,4017,2.545904773,0.006120012,0.149799686,0.014171209,2.067945392,0.252463026,0,0.012817119,0.032218199,0.01037013
Pima,4019,2.195879117,0.074104783,0.156466726,0.154825224,0.31521759,1.029196498,0.124261575,0.065923052,0.16570977,0.110173898
Pinal,4021,0.960425343,0.006627635,0.016293777,0.021469627,0.430276039,0.395439808,0,0.013002283,0.032683638,0.044632536
Santa Cruz,4023,0.117142261,0.003617885,0.004386272,0.006357584,0.000569549,0.083074624,0,0.003759942,0.009451309,0.005925097
Yavapai,4025,0.768230621,0.015746568,0.01838461,0.039672663,0.001474082,0.36321237,0.137788548,0.046802911,0.117647761,0.027501107
Yuma,4027,0.4780137,0.013638087,0.011047657,0.015857788,0.051315939,0.236528993,0,0.035087385,0.088198626,0.026339225
Arkansas,5001,0.126096356,0.0033309,0.035548064,0.005979691,0,0.032764785,0,0.009301337,0.023380629,0.015790951
Ashley,5003,0.151481968,0.002123263,0.098455658,0.006382249,0,0.034659714,0,0.000466085,0.001171594,0.008223405
Baxter,5005,0.114066291,0.008417332,0.025349548,0.014025048,0,0.043171106,0,0.004049797,0.010179912,0.008873549
Benton,5007,1.490176268,0.048445886,0.119225772,0.058917302,0.963270943,0.193166634,0,0.022329245,0.056128677,0.028691809
Boone,5009,0.103961456,0.009877535,0.022491845,0.011704377,0,0.049722896,0,0.001486561,0.003736749,0.004941494
Bradley,5011,0.032685352,0.001672061,0.005883686,0.0032292,0,0.017267667,0,0.000472894,0.00118871,0.002971134
Calhoun,5013,0.027675498,0.000377887,0.006556599,0.001737974,0,0.017607209,0,0,0,0.001395829
Carroll,5015,0.09517368,0.004450672,0.031347791,0.008985819,0,0.036268845,0,0.002648584,0.006657704,0.004814264
Chicot,5017,0.073263464,0.001413007,0.008117227,0.003595113,0,0.026949667,0,0.006656158,0.016731482,0.00980081
Clark,5019,0.137571396,0.003447432,0.045266114,0.005961808,0,0.063293668,0,0.00416651,0.010473298,0.004962566
Clay,5021,0.082847144,0.001925523,0.020866661,0.007979284,0,0.023265255,0,0.005175243,0.013008933,0.010626244
Cleburne,5023,0.068960798,0.003206414,0.014956903,0.008080942,0,0.029359643,0,0.002165476,0.005443321,0.005748099
Cleveland,5025,0.022247024,0.000293449,0.000947299,0.002050233,0,0.017502063,0,0,0,0.001453979
Columbia,5027,0.086967817,0.00319793,0.027711486,0.006786364,0.001464043,0.039102153,0,0.001174122,0.002951373,0.004580345
Conway,5029,0.234536021,0.002857586,0.155547659,0.004954412,0,0.061950032,0,0.001188784,0.002988225,0.005049325
Craighead,5031,0.263238458,0.020911722,0.070084377,0.028202077,0.000350469,0.10921277,0,0.004398805,0.011057208,0.01902103
Crawford,5033,0.167231082,0.007952411,0.038171389,0.014730202,0,0.099917766,0,0,0,0.006459314
Crittenden,5035,0.191065414,0.00817345,0.016460415,0.01391727,0.006165212,0.121602927,0,0.00275568,0.006926913,0.015063548
Cross,5037,0.061215283,0.002504335,0.01090698,0.005735722,0,0.026997976,0,0.001218637,0.003063268,0.010788365
Dallas,5039,0.029786689,0.001190874,0.00740458,0.002303809,0,0.016632629,0,7.51502E-05,0.000188903,0.001990745
Desha,5041,0.115087738,0.00179429,0.063206642,0.004050835,0,0.023103692,0,0.003197207,0.008036773,0.011698298
Drew,5043,0.066135571,0.003736569,0.019554846,0.005291542,0,0.030780252,0,0.000563767,0.001417137,0.004791457
Faulkner,5045,0.2508779,0.017566681,0.058615647,0.020062308,0,0.133540005,0,0.001795484,0.004513283,0.014784493
Franklin,5047,0.097257872,0.001591377,0.036186037,0.004908255,0.005754258,0.043269906,0,0.000549355,0.00138091,0.003617774
Fulton,5049,0.028852089,0.000965245,0.002720227,0.003486802,0,0.019680023,0,0,0,0.001999792
Garland,5051,0.217671886,0.020685167,0.0370954,0.025354346,0,0.1088528,0,0.003916158,0.009843988,0.011924027
Grant,5053,0.049601412,0.001002918,0.011715227,0.004395686,0,0.026544151,0,0.000905729,0.002276716,0.002760986
Greene,5055,0.1378215,0.006080277,0.052047983,0.009692437,0,0.045129824,0,0.00383082,0.009629473,0.011410686
Hempstead,5057,0.125627587,0.002943573,0.03815747,0.007010127,0.001888912,0.058965374,0,0.003311056,0.008322951,0.005028123
Hot Spring,5059,0.475099383,0.002659821,0.071193224,0.00816034,0.307244509,0.077477795,0,0.001111279,0.002793405,0.00445901
Howard,5061,0.077513036,0.001638802,0.042848419,0.004017705,0,0.021697835,0,0.000877187,0.002204969,0.004228119
Independence,5063,3.241199412,0.007752079,0.106605281,0.011713056,3.030359762,0.04937501,0,0.008235483,0.020701411,0.006457331
Izard,5065,0.034694945,0.001305184,0.003328584,0.003836573,0,0.014056911,0,0.002984637,0.007502437,0.001680618
Jackson,5067,0.080512707,0.003419057,0.007876304,0.006571967,0,0.033139577,0,0.005548538,0.013947277,0.010009987
Jefferson,5069,5.011444571,0.012868384,2.067541774,0.020476114,2.756225733,0.124009436,0,0.004365872,0.010974425,0.014982832
Johnson,5071,0.166353388,0.003785044,0.098739084,0.005208782,0,0.053772376,0,0.000257658,0.00064767,0.003942776
Lafayette,5073,0.046311025,0.000555158,0.004637602,0.002363005,0.016630024,0.018653339,0,0,0,0.003471897
Lawrence,5075,0.075140853,0.002339832,0.012671217,0.007575188,0,0.037503658,0,0.001898387,0.004771951,0.00838062
Lee,5077,0.041403944,0.000793341,0.001660141,0.003470513,0,0.016808054,0,0.002589146,0.006508299,0.00957445
Lincoln,5079,0.034836535,0.000637262,0.006650949,0.002740087,0,0.018567733,0,0,0,0.006240505
Little River,5081,0.800502232,0.000832492,0.636738124,0.002869108,0,0.026140239,0.128415293,0,0,0.005506976
Logan,5083,0.079506805,0.001906122,0.039566592,0.005751071,0.000583653,0.026987484,0,0,0,0.004711884
Lonoke,5085,0.17396533,0.005091097,0.018223312,0.010963463,0,0.107075152,0,0.005178292,0.013016589,0.014417425
Madison,5087,0.038381016,0.001020927,0.007856502,0.004633112,0,0.022192111,0,0,0,0.002678363
Marion,5089,0.055780078,0.001375267,0.017407715,0.004791499,0,0.020194021,0,0.002264446,0.005692103,0.004055027
Miller,5091,0.157021346,0.004594335,0.041030995,0.008165044,0,0.073706611,0,0.006206864,0.015602098,0.007715399
Mississippi,5093,0.318601235,0.00892546,0.106667212,0.019473371,0,0.103396554,0,0.017132387,0.043065414,0.019940836
Monroe,5095,0.086358199,0.001554806,0.001807691,0.003383339,0,0.041230912,0,0.008517889,0.021411287,0.008452275
Montgomery,5097,0.027316604,0.000570542,0.002259613,0.002668452,0,0.016287967,0,0.00042943,0.001079452,0.004021148
Nevada,5099,0.044779869,0.000696018,0.006613663,0.002656684,0,0.032184327,0,0,0,0.002629176
Newton,5101,0.01734606,0.000659957,0.000947299,0.00254752,0,0.011190516,0,0,0,0.002000767
Ouachita,5103,0.106272558,0.003699559,0.015999802,0.008976722,0.031160362,0.038118012,0,0.001388837,0.003491099,0.003438166
Perry,5105,0.018841252,0.00047171,0.000234652,0.002126381,0,0.013949176,0,0,0,0.002059333
Phillips,5107,0.123077236,0.003746756,0.008473873,0.009629285,0.04356644,0.030499946,0,0.004045534,0.010169203,0.012946197
Pike,5109,0.028659307,0.001196183,0.005136275,0.003392683,0,0.01659084,0,0,0,0.002343326
Poinsett,5111,0.101738154,0.002182495,0.016582087,0.008783387,0,0.051258027,0,0.002573173,0.006468146,0.01389084
Polk,5113,0.066036183,0.00311947,0.012340966,0.00551965,0,0.027891485,0,0.003777184,0.009494652,0.003892777
Pope,5115,0.185603488,0.012787508,0.042750837,0.013118947,0,0.089121336,0,0.005827655,0.014648887,0.00734832
Prairie,5117,0.095075233,0.000715391,0.001998889,0.002589954,0,0.047623044,0,0.009281021,0.02332956,0.009537375
Pulaski,5119,1.297450058,0.151546025,0.163388542,0.120287836,0.049389799,0.623272294,0,0.037061481,0.093160878,0.059343203
Randolph,5121,0.062225866,0.002711778,0.023694616,0.007286082,0.000177507,0.022294366,0,0.000365015,0.000917533,0.004778969
St. Francis,5123,0.166831848,0.003537535,0.051380134,0.007500302,0.008898269,0.079340809,0,0.001610361,0.004047941,0.010516496
Saline,5125,0.145717518,0.009879307,0.0263524,0.022778036,0,0.065497289,0,0.003370409,0.008472145,0.009367933
Scott,5127,0.037622897,0.000852953,0.012453947,0.002374347,0,0.018795177,0,0.000273421,0.000687295,0.002185756
Searcy,5129,0.045523462,0.000962464,0.001442676,0.002470287,0,0.038215738,0,8.58859E-05,0.000215891,0.002130518
Sebastian,5131,0.473893107,0.040176204,0.207686352,0.036778546,0.000910204,0.130782863,0,0.010689341,0.026869631,0.019999966
Sevier,5133,0.059147415,0.001859834,0.02084928,0.002873295,0,0.023712708,0,0.001679122,0.004220786,0.00395239
Sharp,5135,0.110374549,0.002347645,0.003380729,0.005686028,0,0.094497253,0,0.000486774,0.001223592,0.002752528
Stone,5137,0.029708015,0.001223369,0.006683241,0.003946822,0,0.015484326,0,0,0,0.002370256
Union,5139,0.533550172,0.007152389,0.425429487,0.012640988,0.000157457,0.069648364,0,0.002969848,0.007465263,0.008086375
Van Buren,5141,0.0471036,0.001779601,0.006196555,0.004570142,0,0.028222123,0,0.000959407,0.002411647,0.002964124
Washington,5143,0.525006177,0.049782664,0.151253738,0.061179629,0,0.199050534,0,0.009362567,0.023534539,0.030842506
White,5145,0.260983351,0.026390207,0.085766628,0.017035369,1.12278E-05,0.106222702,0,0.003796921,0.00954426,0.012216037
Woodruff,5147,0.054130681,0.000937117,0.00338942,0.002776596,0.020561037,0.013925908,0,0.001127253,0.002833558,0.008579794
Yell,5149,0.06675313,0.002088805,0.026072463,0.004741969,0,0.029108483,0,0,0,0.00474141
Alameda,6001,3.024296057,0.186096656,0.203591132,0.455675347,0.000759166,1.638136729,0,0.103636736,0.260510084,0.175890205
Alpine,6003,0.0086112,0.000590109,0,0.000592892,0,0.002339641,0,0,0,0.005088558
Amador,6005,0.126458786,0.004915482,0.037412663,0.004672914,9.24361E-08,0.064834013,0,0.002712737,0.00681896,0.005091923
Butte,6007,0.387642947,0.02444496,0.011210212,0.048242886,0.000794546,0.233938447,0,0.011600221,0.029159294,0.028252382
Calaveras,6009,0.094802444,0.000234624,0.001714234,0.006057718,0,0.067642248,0,0.002683935,0.006746567,0.009723119
Colusa,6011,0.116279457,0.038912157,0.016200477,0.004038347,2.84439E-05,0.035208242,0,0.003020408,0.007592353,0.011279029
Contra Costa,6013,5.442584218,0.151259013,1.599123722,0.328604036,2.027993215,1.15464802,0,0.018501904,0.046507953,0.115946354
Del Norte,6015,0.048862524,0.003659829,0.001220657,0.002972389,0,0.030571446,0,0.000896421,0.002253321,0.007288461
El Dorado,6017,0.322629843,0.01349563,0.003006562,0.025214611,0,0.194192834,0,0.015977672,0.040162831,0.030579705
Fresno,6019,1.785504364,0.11691354,0.203058092,0.190014354,0.005086127,1.022052126,0,0.038129797,0.095846287,0.114404041
Glenn,6021,0.120954571,0.027417951,0.018702759,0.004796525,0.000427013,0.039215699,0,0.005815627,0.014618651,0.009960345
Humboldt,6023,0.402465768,0.006754002,0.006954666,0.035788984,0.073294045,0.170814433,0,0.023432636,0.058902259,0.026524743
Imperial,6025,0.572957722,0.017540283,0.080013159,0.010060757,0.10263746,0.229004529,0,0.02239909,0.056304248,0.054998196
Inyo,6027,0.072747954,0.001727772,0.006983274,0.003537899,0.000141726,0.032053546,0,0.006348077,0.015957063,0.005998598
Kern,6029,4.937147899,0.393348219,2.486045443,0.149278993,0.121753777,1.051583651,0.471560874,0.04911992,0.123472,0.090985023
Kings,6031,0.510489504,0.015741883,0.273589759,0.006977349,0.013762135,0.164872635,0,0.003917119,0.009846399,0.021782225
Lake,6033,0.141626335,0.004996661,0.002289938,0.011407594,0.000187283,0.080685489,0,0.008572873,0.021549498,0.011937001
Lassen,6035,0.184689978,0.025284248,0.001652686,0.010249192,0.083992607,0.040118293,0,0.001249664,0.003141263,0.019002026
Los Angeles,6037,21.31600397,0.276884505,5.026491229,1.904691426,2.126320022,9.360509714,0,0.499128044,1.254650522,0.86732851
Madera,6039,0.320734718,0.020098285,0.035766165,0.017850638,1.178E-06,0.201802492,0,0.006141234,0.015437121,0.023637605
Marin,6041,0.572508628,0.029121805,0.014261659,0.105762076,6.38809E-05,0.329820657,0,0.014565254,0.036612454,0.042300842
Mariposa,6043,0.046263513,0.000762606,0.000536139,0.00404218,0,0.025772159,0,0.003648051,0.009170051,0.002332326
Mendocino,6045,0.21547526,0.00288755,0.012663613,0.025255941,0,0.130054038,0,0.007418182,0.018646968,0.018548968
Merced,6047,0.727298244,0.032673334,0.218828519,0.038350504,0.007381599,0.342590135,0,0.012165411,0.030580011,0.04472873
Modoc,6049,0.067174958,0.002368852,3.3929E-05,0.002872252,0,0.01560659,0,0.005681554,0.014281634,0.026330147
Mono,6051,0.044209095,0.001675665,0.000454141,0.002529336,0,0.020059472,0,0.002069859,0.005202972,0.012217651
Monterey,6053,5.424929851,0.052909625,3.70297858,0.093705543,0.842953753,0.591832165,0,0.024937639,0.062685364,0.052927182
Napa,6055,0.322356129,0.02063033,0.016156011,0.039747606,0.004616216,0.160785512,0,0.016033241,0.040302515,0.024084698
Nevada,6057,0.230386305,0.002024319,0.014302547,0.032238523,0.000407569,0.130585088,0,0.009633287,0.024215047,0.016979923
Orange,6059,5.329271066,0.266585436,0.354225349,0.602420189,0.255239119,3.17822947,0,0.080854528,0.203242792,0.388474184
Placer,6061,0.672034423,0.062882649,0.013848669,0.073943196,0.00273262,0.38730426,0,0.015792903,0.039698383,0.075831743
Plumas,6063,1.389154459,0.001742367,0.003349882,0.005008969,1.311354712,0.039637311,0,0.005068834,0.012741451,0.010250932
Riverside,6065,3.828075677,0.157942051,0.366442901,0.34051527,0.055232332,2.158574712,0.012048198,0.116443047,0.292701105,0.328176062
Sacramento,6067,2.753583143,0.278412344,0.035512381,0.291829081,0.321792148,1.416985859,0,0.068582125,0.17239383,0.168075375
San Benito,6069,0.134690622,0.002287457,0.013417606,0.009981662,6.14145E-05,0.083086685,0,0.005905961,0.014845724,0.005104112
San Bernardino,6071,5.584880617,0.27488467,1.081027061,0.375070116,0.429262612,2.017181611,0.849117782,0.101508534,0.255160445,0.201667785
San Diego,6073,7.446141684,1.423968473,0.20015854,0.268065714,0.994226146,3.631678543,0,0.151902956,0.381836136,0.394305176
San Francisco,6075,1.350510842,0.093391562,0.056340698,0.291518224,0.180662385,0.647236382,0,0,0,0.081361592
San Joaquin,6077,1.526505801,0.075471962,0.344204036,0.126527251,0.008267362,0.793234742,0,0.020092324,0.050505759,0.108202366
San Luis Obispo,6079,0.804697239,0.021491766,0.074207857,0.057445576,0.233641436,0.306893588,0,0.018317872,0.04604535,0.046653794
San Mateo,6081,1.937585019,0.08520998,0.132950561,0.257174912,0.000130109,1.044779756,0,0.093593147,0.235263658,0.088482896
Santa Barbara,6083,1.300362227,0.209231725,0.308546791,0.098781215,0.006305953,0.479955163,0,0.038860537,0.097683135,0.060997707
